brand,model,min_cost_price,max_cost_price,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,sale_state
Ford,Ecosport,992000,1328000,7,80000,Diesel,0,22.7,1498,89.84,5,525000,Madhya Pradesh
Maruti,Swift Dzire,675762.0482,990132.5301,10,85000,Petrol,0,19,1197,85.8,5,225000,Rajasthan
Ford,Aspire,983000,1023000,6,79661,Diesel,0,25.83,1498,99,5,570000,Uttar Pradesh
Hyundai,i10,698320,729333.3333,9,70000,Petrol,0,19.81,1086,68.05,5,290000,Punjab
Ford,Ecosport,988897.1963,1354828.66,8,34000,Petrol,0,18.88,999,123.37,5,550000,Gujarat
Honda,City,1283000,1698000,10,84470,Petrol,0,16.8,1497,116.4,5,425000,Maharashtra
Hyundai,i20,854082.8652,1307925.562,3,25656,Petrol,0,17.19,1197,81.86,5,650000,Madhya Pradesh
Hyundai,Grand,689359.8901,724879.1209,4,73000,Diesel,0,24,1186,73.97,5,375000,Rajasthan
Maruti,Swift Dzire,675762.0482,990132.5301,11,100000,Diesel,0,19.3,1248,73.9,5,200000,Uttar Pradesh
Hyundai,Grand,684000,722000,1,1000,Petrol,0,18.9,1197,81.86,5,636000,Punjab
Honda,City,1330978.362,1707437.403,6,46046,Petrol,0,17.4,1497,117.3,5,625000,Gujarat
Hyundai,i10,676000,710000,6,54111,Petrol,0,19.81,1086,68.05,5,299000,Maharashtra
Honda,Jazz,880000,1130000,6,40000,Petrol,0,18.7,1199,88.7,5,495000,Madhya Pradesh
Honda,City,1440000,1709000,4,80000,Diesel,0,26,1498,98.6,5,700000,Delhi
Maruti,Swift Dzire,681000,1014000,4,10000,Petrol,1,22,1197,81.8,5,630000,Madhya Pradesh
Hyundai,Grand,689359.8901,724879.1209,3,58072,Diesel,0,24,1186,73.97,5,490000,Delhi
Toyota,Fortuner,3898993.827,4498932.099,2,1677,Diesel,0,12.55,2982,168.5,7,2950000,Madhya Pradesh
Mahindra,Bolero,900078.4314,1055104.575,2,40000,Diesel,0,16.5,1493,70,7,700000,Delhi
Hyundai,Creta,1276000,2136000,3,73185,Diesel,0,19.67,1582,126.2,5,1350000,Madhya Pradesh
Maruti,Swift,629140.5229,920202.6144,7,89000,Diesel,0,25.2,1248,74,5,350000,Delhi
Maruti,Swift Dzire,674000,1004000,2,10000,Petrol,1,21.21,1197,81.8,5,710000,Madhya Pradesh
Mahindra,Bolero,882000,1032000,8,200000,Diesel,0,15.96,2523,62.1,7,360000,Delhi
Hyundai,i20,785000,1358000,8,30000,Petrol,0,18.5,1197,82.85,5,500000,Madhya Pradesh
Maruti,Wagon R,517000,689000,5,16000,Petrol,0,20.51,998,67.04,5,329000,Delhi
Tata,Tiago,554000,783000,2,5000,Petrol,0,23.84,1199,84,5,520000,Punjab
Maruti,Alto,357003.861,465401.5444,11,60000,Petrol,0,19.7,796,46.3,5,200000,Gujarat
Honda,City,1318000,1748000,10,102620,Petrol,0,17,1497,118,5,430000,Maharashtra
Maruti,Alto,338000,457000,7,110000,Petrol,0,22.74,796,47.3,5,180000,Madhya Pradesh
Maruti,Alto,502000,506000,6,50000,CNG,0,30.46,796,47.3,5,240000,Rajasthan
Hyundai,i20,757000,1256000,5,19000,Petrol,0,18.6,1197,81.83,5,499000,Uttar Pradesh
Hyundai,Creta,1150000,1942000,2,15000,Diesel,1,17.6,1582,126.2,5,1300000,Punjab
Maruti,Swift Dzire,675762.0482,990132.5301,6,70000,Diesel,0,26.59,1248,74,5,580000,Gujarat
Renault,Duster,1143444.444,1690333.333,7,43001,Diesel,0,19.01,1461,108.45,5,449000,Maharashtra
Honda,Amaze,706000,998000,3,33000,Petrol,0,17.8,1198,86.7,5,550000,Karnataka
Renault,KWID,352000,599000,2,12123,Petrol,0,23.01,999,67,5,375000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,10,60682,Diesel,0,19.3,1248,73.9,5,450000,Madhya Pradesh
Volkswagen,Vento,1042329.545,1616602.273,10,65000,Diesel,0,20.54,1598,103.6,5,265000,Uttar Pradesh
Toyota,Fortuner,3914000,4524000,5,40000,Diesel,1,12.55,2982,168.5,7,2250000,Bihar
Maruti,Swift,629140.5229,920202.6144,9,50500,Petrol,0,18.6,1197,85.8,5,325000,Kerala 
Renault,KWID,357000,606000,5,35000,Petrol,0,25.17,799,53.3,5,250000,Punjab
Ford,Figo,875000,925000,8,80000,Diesel,0,20,1399,68.1,5,200000,Maharashtra
Mercedes-Benz,GL-Class,7378454.545,7378454.545,7,93000,Diesel,1,12,2987,224,7,3450000,Madhya Pradesh
Maruti,Ciaz,978964.0288,1340179.856,1,1685,Petrol,0,20.65,1462,103.25,5,810000,Maharashtra
Maruti,Wagon R,526000,701000,4,35000,Petrol,0,21.79,998,67.05,5,350000,Madhya Pradesh
Maruti,Baleno,684580.9129,1054132.78,4,98521,Diesel,0,27.39,1248,74,5,650000,Nagaland
Honda,WR-V,1124000,1277000,4,69700,Diesel,0,25.5,1498,98.6,5,775000,Punjab
Skoda,Rapid,892632.6531,1563551.02,7,87232,Diesel,0,20.5,1598,103.5,5,260000,Haryana
Hyundai,i20,757000,1256000,10,31280,Petrol,0,18.6,1197,81.83,5,150000,Himachal Pradesh
Hyundai,Creta,1106000,1909000,5,50000,Diesel,0,19.67,1582,126.2,5,960000,Sikkim
Maruti,Swift,613000,890000,11,75000,Petrol,0,16.1,1197,85,5,250000,Goa
Ford,Aspire,969000,1009000,3,15850,Diesel,0,26.1,1498,99.23,5,690000,Nagaland
Maruti,Baleno,684580.9129,1054132.78,5,479000,Diesel,0,27.39,1248,74,5,479000,Andhra Pradesh
Mahindra,XUV500,1621000,2276000,4,35000,Diesel,0,16,2179,140,7,1100000,Gujarat
Maruti,Alto,338000,457000,6,20000,Petrol,0,22.74,796,47.3,5,230000,Maharashtra
Maruti,Ertiga,855000,1167000,2,7000,Petrol,0,19.34,1462,103,7,850000,Madhya Pradesh
Toyota,Innova,2017158.73,2955126.984,6,169000,Diesel,0,12.99,2494,100.6,7,1200000,Andhra Pradesh
BMW,3,5124421.488,5811851.24,4,35000,Diesel,1,21.76,1995,188,5,3100000,Gujarat
Maruti,Vitara,839666.6667,1323333.333,2,40000,Diesel,0,24.3,1248,88.5,5,810000,Maharashtra
Hyundai,i10,698320,729333.3333,8,47000,Petrol,0,20.36,1197,78.9,5,250000,Maharashtra
Tata,Tigor,632380.9524,875952.381,4,13230,Petrol,0,20.3,1199,84,5,520000,Madhya Pradesh
Maruti,Wagon R,546000,723000,14,60000,Petrol,0,17.3,1061,64,5,120000,West Bengal
Maruti,Swift,629140.5229,920202.6144,8,80000,Diesel,0,22.9,1248,74,5,315000,Madhya Pradesh
Mahindra,Bolero,900078.4314,1055104.575,4,70000,Diesel,0,15.96,2523,62.1,7,589000,Andhra Pradesh
Mahindra,Thar,1387000,1592000,4,15000,Diesel,0,16.55,2498,105,6,850000,Gujarat
Ford,Aspire,691000,875000,5,19543,Petrol,0,18.16,1196,86.8,5,475000,Maharashtra
Hyundai,i20,757000,1256000,3,25000,Petrol,0,18.6,1197,81.83,5,599000,Maharashtra
Maruti,Ertiga,869000,1208000,4,40000,Petrol,0,17.5,1373,91.1,7,820000,Madhya Pradesh
Renault,Duster,1143444.444,1690333.333,4,100000,Diesel,0,19.87,1461,83.8,5,700000,West Bengal
Hyundai,i10,698320,729333.3333,6,15000,Petrol,0,19.81,1086,68.05,5,330000,Madhya Pradesh
Ford,Figo,655000,818000,9,23207,Petrol,0,15.6,1196,70,5,220000,Andhra Pradesh
Maruti,Ignis,572000,842000,4,15000,Petrol,0,20.89,1197,81.8,5,575000,Gujarat
Maruti,Swift,629140.5229,920202.6144,7,44235,Diesel,0,25.2,1248,74,5,410000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,5,57102,Diesel,0,23.4,1248,74,5,675000,Maharashtra
Maruti,Ertiga,926776,1149968,5,46000,Diesel,0,24.52,1248,88.5,7,640000,Madhya Pradesh
Maruti,Swift Dzire,675762.0482,990132.5301,5,67004,Diesel,0,19.3,1248,73.9,5,585000,West Bengal
Jeep,Compass,2168000,3267000,2,10000,Diesel,0,17.1,1956,170,5,1699000,Rajasthan
Maruti,Wagon R,526000,701000,14,70000,Petrol,0,18.9,1061,67,5,125000,Uttar Pradesh
Mahindra,XUV500,1621000,2276000,5,60000,Diesel,1,16,2179,140,7,1200000,Punjab
Skoda,Rapid,892632.6531,1563551.02,6,70000,Diesel,0,21.14,1498,103.52,5,450000,Gujarat
Renault,KWID,352000,599000,5,15000,Petrol,0,23.01,999,67,5,370000,Maharashtra
Ford,Ecosport,988897.1963,1354828.66,6,75000,Diesel,0,21.7,1498,98.96,5,575000,Madhya Pradesh
Maruti,Swift Dzire,687000,1023000,7,50340,Petrol,0,19.1,1197,85.8,5,540000,Rajasthan
Maruti,Ciaz,978964.0288,1340179.856,5,34000,Diesel,0,28.09,1248,88.5,5,575000,Uttar Pradesh
Ford,Figo,892000,944000,11,56000,Diesel,0,20,1399,68.05,5,325000,Rajasthan
Maruti,Ertiga,926776,1149968,4,62000,Diesel,0,24.52,1248,88.5,7,795000,Uttar Pradesh
Honda,WR-V,1138000,1333000,4,86300,Diesel,0,25.5,1498,98.6,5,800000,Punjab
Maruti,Swift,624000,906000,3,13600,Petrol,0,22,1197,81.8,5,565000,Gujarat
Maruti,Alto,357003.861,465401.5444,3,20000,Petrol,0,23.95,998,67.05,5,310000,Maharashtra
Maruti,Alto,357003.861,465401.5444,6,28882,Petrol,0,23.95,998,67.05,5,310000,Madhya Pradesh
Tata,Safari,1485000,2141000,8,60000,Diesel,0,11.57,2179,138.1,7,350000,Rajasthan
Maruti,Swift Dzire,675762.0482,990132.5301,8,80000,Diesel,0,23.4,1248,74,5,390000,Delhi
Maruti,Swift Dzire,675762.0482,990132.5301,4,110000,Diesel,0,28.4,1248,74.02,5,670000,Delhi
Renault,KWID,381000,620000,3,38000,Petrol,0,25.17,799,53.3,5,345000,Delhi
Maruti,Alto,357003.861,465401.5444,3,15000,Petrol,0,24.7,796,47.3,5,265000,Delhi
Maruti,Ertiga,855000,1167000,9,57000,Petrol,0,16.02,1373,93.7,7,439000,Madhya Pradesh
Maruti,Baleno,670000,1027000,1,3600,Petrol,0,21.01,1197,81.8,5,700000,Rajasthan
Maruti,Swift,629140.5229,920202.6144,7,78000,Diesel,0,25.2,1248,74,5,550000,Delhi
Hyundai,Creta,1190000,2010000,2,15000,Diesel,0,22.1,1396,88.7,5,1050000,Delhi
Honda,Jazz,881657.4074,1133805.556,4,31000,Petrol,0,18.7,1199,88.7,5,489000,Delhi
Maruti,Swift,629140.5229,920202.6144,3,48000,Diesel,0,28.4,1248,74,5,600000,Delhi
Honda,Jazz,880000,1130000,2,4065,Petrol,0,18.7,1199,88.7,5,810000,Madhya Pradesh
Maruti,Celerio,523000,656000,2,20000,Petrol,1,23.1,998,67.04,5,565000,Rajasthan
Hyundai,i20,854082.8652,1307925.562,9,63817,Diesel,0,21.27,1396,88.76,5,515000,Delhi
Maruti,Alto,357003.861,465401.5444,9,40000,Petrol,0,19.7,796,46.3,5,170000,Delhi
Maruti,Wagon R,517000,689000,7,36000,Petrol,0,21.79,998,67.05,5,310000,Delhi
Maruti,Vitara,839666.6667,1323333.333,4,34000,Diesel,0,24.3,1248,88.5,5,650000,Delhi
Hyundai,Creta,1193000,2013000,3,80000,Diesel,0,21.38,1396,88.7,5,910000,Madhya Pradesh
Hyundai,Verna,1010000,1560000,10,50000,Petrol,0,17.01,1591,121.3,5,170000,Rajasthan
Mahindra,KUV100,674300,854800,3,23000,Diesel,0,25.32,1198,77,6,710000,Delhi
Mahindra,Scorpio,1486000,1909000,8,180000,Diesel,0,12.05,2179,120,7,450000,Delhi
Maruti,Swift,629140.5229,920202.6144,8,41000,Petrol,0,18.6,1197,85.8,5,330000,Delhi
Hyundai,Grand,689359.8901,724879.1209,4,12000,Petrol,0,18.9,1197,81.86,5,445000,Delhi
Hyundai,i20,756000,1255000,6,30000,Petrol,0,18.6,1197,81.83,5,650000,Madhya Pradesh
Maruti,Swift,637000,924000,7,42120,Petrol,0,18.6,1197,85.8,5,470000,Rajasthan
BMW,6,7317000,7317000,3,12500,Petrol,1,14.28,1998,258,4,5200000,West Bengal
Maruti,Baleno,684580.9129,1054132.78,3,20000,Diesel,0,27.39,1248,74,5,750000,Karnataka
Renault,Duster,1143444.444,1690333.333,5,80000,Diesel,0,19.6,1461,108.45,5,640000,Jammu and Kashmir
Hyundai,i20,854082.8652,1307925.562,3,25000,Petrol,0,17.19,1197,81.86,5,750000,Tamil Nadu
Renault,Duster,1143444.444,1690333.333,9,130000,Diesel,0,20.46,1461,83.8,5,440000,Uttar Pradesh
Maruti,Swift Dzire,675762.0482,990132.5301,5,100000,Diesel,0,26.59,1248,74,5,450000,Bihar
Mahindra,Scorpio,1486000,1929000,7,15000,Diesel,0,14,2523,75,8,900000,Gujarat
Volkswagen,Vento,1040000,1674000,2,4000,Petrol,1,18.19,1197,103.2,5,1250000,Maharashtra
Audi,A6,6511200,7091000,8,59654,Diesel,1,17.68,1968,174.33,5,1449000,Madhya Pradesh
Honda,City,1455000,1723000,7,146781,Diesel,0,26,1498,98.6,5,575000,Rajasthan
Hyundai,i10,698320,729333.3333,4,32000,Petrol,0,19.81,1086,68.05,5,410000,West Bengal
BMW,5,6222000,6830000,13,50000,Petrol,1,10.8,2497,215,5,790000,Karnataka
Datsun,RediGO,342000,560000,4,13000,Petrol,0,22.7,799,53.64,5,215000,Jammu and Kashmir
Maruti,Ertiga,878000,1210000,5,50000,Petrol,0,17.5,1373,91.1,7,700000,Tamil Nadu
Honda,City,1226000,1629000,7,47000,Petrol,0,16.8,1497,116.3,5,510000,Uttar Pradesh
Hyundai,i10,698320,729333.3333,11,45415,Petrol,0,19.81,1086,68.05,5,195000,Bihar
Honda,City,1455000,1723000,7,58719,Diesel,0,26,1498,98.6,5,670000,Kerala 
Maruti,Swift Dzire,675762.0482,990132.5301,4,21000,Diesel,0,28.4,1248,74.02,5,650000,Punjab
Renault,KWID,381000,620000,2,4269,Petrol,1,24.04,999,67,5,415000,Haryana
Honda,City,1330978.362,1707437.403,2,57000,Petrol,0,17.4,1497,117.6,5,1060000,Himachal Pradesh
Honda,City,1391000,1651000,3,28000,Diesel,0,26,1498,98.6,5,899000,Sikkim
Skoda,Superb,3619450.98,3922294.118,4,30000,Petrol,1,14.67,1798,177.46,5,1960000,Goa
Toyota,Innova,1933000,2813000,4,70000,Diesel,0,13.68,2393,147.8,8,1380000,Nagaland
Tata,Tiago,564111.1111,790633.3333,4,33000,Diesel,0,27.28,1047,69,5,495000,Andhra Pradesh
Renault,Duster,1143444.444,1690333.333,7,120000,Diesel,0,19.01,1461,108.45,5,500000,Gujarat
Hyundai,i10,698320,729333.3333,10,75000,Petrol,0,19.81,1086,68.05,5,225000,Maharashtra
Maruti,Celerio,512000,643000,4,39000,Petrol,1,23.1,998,67.04,5,425000,Madhya Pradesh
BMW,3,5148000,5806000,11,83001,Diesel,1,16.07,1995,181,5,1175000,Rajasthan
Hyundai,Verna,1241000,1749000,8,120000,Diesel,0,22.32,1582,126.3,5,375000,West Bengal
Hyundai,Grand,689359.8901,724879.1209,6,77425,Diesel,0,24,1120,70,5,380000,Karnataka
Mahindra,Bolero,885000,1034000,1,15000,Diesel,0,21,1498,74.96,7,650000,Jammu and Kashmir
Toyota,Innova,1933000,2813000,4,40000,Diesel,0,13.68,2393,147.8,7,2000000,Maharashtra
Mahindra,Bolero,963000,1119000,15,120000,Diesel,0,13.6,2523,63,7,255000,Madhya Pradesh
Maruti,Baleno,658000,1009000,3,31000,Petrol,0,21.4,1197,83.1,5,630000,Bihar
Volkswagen,Polo,658000,1072000,8,68000,Petrol,0,16.47,1198,73.9,5,359000,Kerala 
BMW,7,16503125,18790625,3,19000,Diesel,1,17.66,2993,355.37,4,8500000,Punjab
Renault,KWID,398000,648000,5,28842,Petrol,0,25.17,799,53.3,5,350000,Haryana
Maruti,Wagon R,615000,622000,3,60000,CNG,0,26.6,998,58.16,5,355000,Himachal Pradesh
Honda,City,1226000,1629000,5,60060,Petrol,0,17.8,1497,117.3,5,675000,Sikkim
Maruti,Wagon R,545348.135,691769.0941,11,80000,LPG,0,26.2,998,58.2,5,220000,Goa
Honda,City,1226000,1629000,4,14000,Petrol,0,17.4,1497,117.6,5,875000,Nagaland
Hyundai,Grand,689359.8901,724879.1209,3,23000,Diesel,0,24,1186,73.97,5,540000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,5,84000,Diesel,0,26.59,1248,74,5,500000,Madhya Pradesh
Hyundai,Santro,554219.5122,725658.5366,13,38500,Petrol,0,17.92,1086,62.1,5,129000,Maharashtra
Toyota,Fortuner,3620000,4184000,9,70000,Diesel,0,11.5,2982,171,7,1399000,Madhya Pradesh
Toyota,Fortuner,3620000,4184000,8,140305,Diesel,0,11.5,2982,171,7,1375000,Rajasthan
Hyundai,Grand,701000,737000,6,35000,Petrol,1,18.9,1197,82,5,515000,West Bengal
Hyundai,i10,698320,729333.3333,13,55000,Petrol,0,19.81,1086,68.05,5,100000,Karnataka
Maruti,Swift Dzire,675762.0482,990132.5301,4,35000,Diesel,0,28.4,1248,74.02,5,615000,Jammu and Kashmir
Ford,Figo,875000,925000,9,50000,Diesel,0,20,1399,68,5,240000,Maharashtra
Honda,Amaze,848000,1107000,7,45000,Diesel,0,25.8,1498,98.6,5,372000,Madhya Pradesh
BMW,Z4,7438000,9086000,6,27000,Petrol,1,10.37,2979,301.72,2,3999000,Bihar
Maruti,Alto,357003.861,465401.5444,11,20000,Petrol,0,19.7,796,46.3,5,150000,Kerala 
Hyundai,Verna,1241000,1749000,9,85000,Diesel,0,22.32,1582,126.32,5,450000,Punjab
Maruti,Ertiga,926776,1149968,8,90000,Petrol,0,16.02,1373,93.7,7,500000,Haryana
Hyundai,i20,758000,1257000,2,30000,Petrol,0,18.6,1197,81.86,5,680000,Maharashtra
Hyundai,Grand,689359.8901,724879.1209,1,4350,Petrol,0,20.7,1197,81.86,5,725000,Madhya Pradesh
Hyundai,Verna,1010000,1560000,6,27500,Petrol,0,17.7,1497,113.42,5,490000,Goa
Maruti,Alto,357003.861,465401.5444,9,70000,Petrol,0,19.7,796,46.3,5,170000,Nagaland
Maruti,Swift,629140.5229,920202.6144,4,50000,Diesel,0,28.4,1248,74,5,555000,Maharashtra
Toyota,Innova,1933000,2813000,4,82000,Diesel,0,13.68,2393,147.8,7,1580000,Madhya Pradesh
Ford,Ecosport,981000,1325000,3,57000,Diesel,0,23,1498,98.96,5,950000,Maharashtra
Mahindra,Bolero,885000,1034000,3,40000,Diesel,0,15.96,2523,62.1,7,580000,Madhya Pradesh
Hyundai,i20,757000,1256000,11,20000,Petrol,0,18.5,1197,80,5,350000,Rajasthan
Maruti,Alto,357003.861,465401.5444,12,110000,Petrol,0,19.7,796,46.3,5,110000,West Bengal
Maruti,Swift Dzire,675762.0482,990132.5301,10,65000,Diesel,0,19.3,1248,73.9,5,320000,Karnataka
Hyundai,i20,770000,1300000,11,25000,Petrol,0,18.5,1197,80,5,370000,Jammu and Kashmir
Toyota,Innova,2017158.73,2955126.984,6,82000,Diesel,0,12.99,2494,100.6,8,946000,Maharashtra
Mahindra,Scorpio,1486000,1929000,10,205000,Diesel,1,11.79,2179,120,8,460000,Madhya Pradesh
Mahindra,Scorpio,1480000,1922000,8,110000,Diesel,1,11.79,2179,120,8,550000,Gujarat
Hyundai,Grand,684000,722000,2,25000,Petrol,0,18.9,1197,81.86,5,550000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,10,35955,Petrol,0,17.5,1298,85.8,5,350000,Madhya Pradesh
Datsun,GO,482000,792000,3,50000,Petrol,0,20.62,1198,67,7,440000,Rajasthan
Honda,Amaze,848000,1107000,7,50000,Diesel,0,25.8,1498,98.6,5,341000,West Bengal
Volkswagen,Polo,706216.3743,1150549.708,8,32000,Diesel,0,22.07,1199,73.9,5,300000,Karnataka
Skoda,Octavia,4382312.5,4382312.5,5,80500,Diesel,1,19.3,1968,141,5,1600000,Jammu and Kashmir
Maruti,Alto,338000,457000,4,60000,Petrol,0,24.7,796,47.3,5,250000,Tamil Nadu
Hyundai,Grand,689359.8901,724879.1209,5,58000,Diesel,0,24,1186,73.97,5,360000,Uttar Pradesh
Maruti,Alto,338000,457000,3,20000,Petrol,0,24.7,796,47.3,5,310000,Bihar
Maruti,Wagon R,545348.135,691769.0941,8,70000,Petrol,0,20.51,998,67.04,5,250000,Kerala 
Skoda,Rapid,892632.6531,1563551.02,9,25000,Diesel,0,20.5,1598,103.5,5,225000,Punjab
Maruti,Ertiga,926776,1149968,4,79000,Diesel,0,20.77,1248,88.8,7,850000,Haryana
Hyundai,i20,926000,1240000,2,15000,Diesel,0,22.54,1396,88.76,5,700000,Himachal Pradesh
Honda,WR-V,961000,1101000,4,25000,Petrol,0,17.5,1199,88.7,5,650000,Sikkim
Maruti,Baleno,669000,1026000,4,120000,Petrol,0,21.1,998,100,5,500000,Goa
Mahindra,Scorpio,1486000,1909000,2,30000,Diesel,0,15.4,2523,75,7,850000,Nagaland
Hyundai,Creta,1150000,1942000,5,37859,Diesel,0,21.38,1396,88.7,5,709000,Andhra Pradesh
Hyundai,i10,698320,729333.3333,8,50000,Petrol,0,20.36,1197,78.9,5,285000,Gujarat
Maruti,Swift Dzire,675762.0482,990132.5301,4,70000,Diesel,0,28.4,1248,74.02,5,600000,Maharashtra
Ford,Freestyle,649000,844000,3,7000,Petrol,0,19,1194,94.68,5,750000,Madhya Pradesh
Maruti,Ciaz,978964.0288,1340179.856,3,36000,Diesel,0,28.09,1248,88.5,5,975000,Rajasthan
Maruti,Wagon R,545348.135,691769.0941,9,43000,Petrol,0,21.79,998,67.05,5,245000,West Bengal
Mahindra,Bolero,882000,1032000,11,211000,Diesel,0,13.6,2523,63,7,275000,Karnataka
Hyundai,i20,770000,1300000,7,70000,Petrol,1,15,1396,98.6,5,375000,Jammu and Kashmir
Toyota,Innova,2017158.73,2955126.984,12,150000,Diesel,0,12.8,2494,102,8,505000,Maharashtra
Tata,Tiago,529000,747000,4,31000,Petrol,0,23.84,1199,84,5,350000,Madhya Pradesh
Ford,Ecosport,988897.1963,1354828.66,6,31700,Diesel,0,22.7,1498,89.84,5,640000,Gujarat
Maruti,Alto,357003.861,465401.5444,10,25000,Petrol,0,19.7,796,46.3,5,160000,Maharashtra
Hyundai,i20,910000,1197000,8,57692,Diesel,0,21.27,1396,88.76,5,450000,Madhya Pradesh
Honda,City,1390000,1649000,4,80000,Diesel,0,25.6,1498,97.9,5,961000,Rajasthan
Datsun,redi-GO,323000,544000,3,2300,Petrol,0,20.71,799,53.64,5,325000,West Bengal
Maruti,Ertiga,926776,1149968,2,20000,Diesel,0,25.47,1248,88.5,7,1000000,Karnataka
Hyundai,Grand,701000,737000,7,75570,Petrol,1,18.9,1197,82,5,430000,Jammu and Kashmir
Ford,Freestyle,939000,1012000,3,20000,Diesel,0,24.4,1498,98.63,5,720000,Tamil Nadu
Maruti,Swift,629140.5229,920202.6144,6,123000,Diesel,0,25.2,1248,74,5,595000,Uttar Pradesh
Maruti,Alto,335000,449000,4,14870,Petrol,0,24.7,796,47.3,5,298000,Bihar
Maruti,Ciaz,978964.0288,1340179.856,3,24099,Diesel,0,28.09,1248,88.5,5,800000,Kerala 
Hyundai,Grand,676000,710000,7,44500,Petrol,0,18.9,1197,81.86,5,375000,Punjab
Hyundai,Creta,1149000,1941000,5,70000,Diesel,0,21.38,1396,88.7,5,900000,Haryana
Hyundai,i10,698320,729333.3333,10,105000,Petrol,0,20.36,1197,78.9,5,165000,Himachal Pradesh
Honda,WR-V,1124000,1277000,3,52000,Diesel,0,25.5,1498,98.6,5,850000,Sikkim
Honda,Amaze,793916.9329,1074051.118,3,15000,Petrol,1,18.1,1199,88.7,5,550000,Goa
Renault,KWID,352000,599000,4,30000,Petrol,1,24.04,999,67,5,320000,Nagaland
Honda,Amaze,848000,1107000,5,40000,Diesel,0,25.8,1498,98.6,5,400000,Andhra Pradesh
Maruti,Vitara,839666.6667,1323333.333,3,50000,Diesel,0,24.3,1248,88.5,5,860000,Gujarat
Skoda,Octavia,4382312.5,4382312.5,3,52700,Diesel,1,19.5,1968,141,5,2350000,Maharashtra
Maruti,Wagon R,545348.135,691769.0941,14,80000,LPG,0,17.3,1061,57.5,5,125000,Madhya Pradesh
Maruti,Wagon R,517000,689000,7,54099,Petrol,0,18.9,998,67.1,5,280000,Rajasthan
Maruti,Alto,357003.861,465401.5444,9,19455,Petrol,0,19.7,796,46.3,5,185000,West Bengal
Hyundai,Verna,1241000,1749000,8,104500,Diesel,0,22.32,1582,126.3,5,540000,Karnataka
Hyundai,Verna,1183685.851,1732925.659,4,11800,Petrol,0,17.43,1396,105.5,5,700000,Jammu and Kashmir
Mahindra,Bolero,885000,1034000,7,67000,Diesel,0,21,1498,74.96,7,470000,Maharashtra
Honda,City,1226000,1629000,10,40142,Petrol,0,17,1497,118,5,310000,Madhya Pradesh
Hyundai,i20,937000,1243000,5,70800,Diesel,0,22.54,1396,88.73,5,650000,Bihar
Honda,Jazz,881657.4074,1133805.556,6,64300,Petrol,0,18.7,1199,88.7,5,560000,Kerala 
Maruti,Wagon R,502000,676000,4,5388,Petrol,0,20.51,998,67.04,5,409000,Punjab
Ford,Figo,892000,943000,9,60000,Diesel,0,20,1399,68,5,265000,Haryana
Maruti,Swift,629140.5229,920202.6144,9,110000,Diesel,0,22.9,1248,74,5,300000,Himachal Pradesh
Ford,Figo,875000,925000,8,95000,Diesel,0,20,1399,68.1,5,220000,Sikkim
Ford,Ecosport,981000,1325000,5,150000,Diesel,0,22.77,1498,98.59,5,625000,Goa
Mercedes-Benz,E-Class,7097000,8843000,10,49000,Diesel,1,14.21,2143,203,5,999000,Nagaland
Renault,Duster,1143444.444,1690333.333,7,42514,Diesel,0,19.72,1461,108.45,5,525000,Maharashtra
Mahindra,KUV,695000,872000,4,5000,Petrol,0,18.15,1198,82,6,356000,Madhya Pradesh
Hyundai,Grand,581000,869000,2,5000,Petrol,1,20.7,1197,81.86,5,650000,Maharashtra
Volkswagen,Vento,1040000,1674000,4,57700,Petrol,0,15.04,1598,103.2,5,750000,Madhya Pradesh
Renault,KWID,380218.3908,633298.8506,3,23000,Petrol,0,23.01,999,67,5,310000,Rajasthan
Maruti,Swift Dzire,675762.0482,990132.5301,6,80000,Diesel,0,26.59,1248,74,5,500000,West Bengal
Datsun,RediGO,340000,567000,4,30000,Petrol,0,22.7,799,53.64,5,275000,Karnataka
Volkswagen,Vento,1020000,1569000,10,160000,Petrol,0,15.8,1598,105,5,225000,Jammu and Kashmir
Hyundai,Verna,1313000,1847000,9,54000,Diesel,0,22.32,1582,126.32,5,470000,Maharashtra
Toyota,Fortuner,3747000,4330000,10,252000,Diesel,0,11.5,2982,171,7,800000,Madhya Pradesh
Honda,Amaze,691000,981000,4,35000,Petrol,0,17.8,1198,86.7,5,525000,Bihar
Lexus,NX,6872000,7511000,3,44000,Petrol,1,18.32,2499,194.3,5,4500000,Kerala 
Maruti,Swift,613000,890000,2,23000,Petrol,0,21.21,1197,81.8,5,600000,Punjab
Maruti,Wagon R,517000,689000,4,10000,Petrol,0,18.9,998,67.1,5,399000,Haryana
Maruti,Alto,357003.861,465401.5444,11,80000,CNG,0,26.83,796,38.4,5,150000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,5,20000,Diesel,0,26.59,1248,74,5,620000,Madhya Pradesh
Maruti,Eeco,590000,590000,9,96500,CNG,0,15.1,1196,73,5,170000,Goa
Maruti,Wagon R,545348.135,691769.0941,8,44400,Petrol,0,21.79,998,67.05,5,300000,Nagaland
